Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
AG-422-K22	68.64	0.52	Neural Network (Specific Model)	11	0.965	33274	292.37068965517244	945677	0.3	1044	62	167240	None
AG-910-C03	67.65	0.04	Neural Network (Specific Model)	11	0.964	88882	294.37926972909304	775227	0.29	849	27	113788	None
AG-910-C14	76.88	0.01	Neural Network (Specific Model)	11	0.971	92270	293.4798877455566	965881	0.29	1069	37	169728	None
AG-910-C08	65.52	0.7	Neural Network (Specific Model)	11	0.969	89734	290.7358708189158	777311	0.29	867	26	159135	None
AG-910-C17	59.55	0.03	Neural Network (Specific Model)	11	0.969	59304	304.67452830188677	797338	0.29	848	39	95968	None
AG-422-M16	45.66	0.03	Neural Network (Specific Model)	11	0.958	29106	296.55470737913487	727766	0.33	786	55	99095	None
AG-910-E03	66.69	0.5	Neural Network (Specific Model)	11	0.961	31200	292.4694117647059	773265	0.29	850	46	128638	None
AG-910-E06	56.74	0.07	Neural Network (Specific Model)	11	0.959	43198	295.8845177664975	727043	0.3	788	32	178327	None
AG-422-N17	60.3	0.12	Neural Network (Specific Model)	11	0.969	39168	291.6147859922179	693608	0.3	771	36	124814	None
AG-910-E21	78.53	0.14	Neural Network (Specific Model)	11	0.966	70062	300.5393559928444	1040154	0.29	1118	31	125446	None
AG-422-P18	43.88	0.01	Neural Network (Specific Model)	11	0.965	30549	280.53181076672104	532646	0.3	613	35	75215	None
AG-910-J05	64.91	0.2	Neural Network (Specific Model)	11	0.962	102971	306.16987179487177	890729	0.29	936	26	177658	None
AG-426-B17	29.96	0.1	Neural Network (Specific Model)	11	0.97	14899	296.0469798657718	408301	0.3	447	49	25150	None
AG-910-K07	70.25	0.29	Neural Network (Specific Model)	11	0.966	71661	299.1607142857143	986306	0.29	1064	50	133483	None
AG-910-L10	23.76	0.02	Neural Network (Specific Model)	11	0.952	30211	288.571072319202	363861	0.29	401	27	50078	None
AG-426-D13	74.65	0.18	Neural Network (Specific Model)	11	0.965	45813	296.4396694214876	1111233	0.3	1210	54	135619	None
AG-910-M09	54.56	0.1	Neural Network (Specific Model)	11	0.969	58880	305.9986577181208	704009	0.3	745	26	109096	None
AG-426-F10	77.04	0.05	Neural Network (Specific Model)	11	0.967	43437	293.7809446254072	1114993	0.29	1228	56	110102	None
AG-426-F14	55.48	0.85	Neural Network (Specific Model)	11	0.959	24079	282.6529625151149	728365	0.29	827	50	76722	None
AG-426-I03	25.29	0.01	Neural Network (Specific Model)	11	0.961	18577	280.6395939086294	343904	0.3	394	37	57284	None
AG-911-A10	79.24	0.03	Neural Network (Specific Model)	11	0.968	98905	299.22468659594983	958795	0.29	1037	28	155190	None
AG-911-A15	72.93	0.08	Neural Network (Specific Model)	11	0.968	110571	294.20225988700565	803867	0.3	885	27	166515	None
AG-911-J06	43.2	0.03	Neural Network (Specific Model)	11	0.967	40867	297.7514231499051	485312	0.3	527	34	71124	None
AG-426-O08	20.57	0.0	Neural Network (Specific Model)	11	0.975	12629	281.85836909871244	201374	0.28	233	20	19446	None
AG-911-M11	74.54	0.02	Neural Network (Specific Model)	11	0.956	78129	295.4400396432111	932472	0.29	1009	29	157794	None
AG-911-O08	63.85	0.02	Neural Network (Specific Model)	11	0.963	53421	291.8622047244094	920578	0.29	1016	50	117773	None
AG-430-E03	30.81	0.02	Neural Network (Specific Model)	11	0.971	17002	289.6224256292906	389564	0.29	437	36	56933	None
AG-912-A22	75.62	0.04	Neural Network (Specific Model)	11	0.964	77564	296.70594369134517	882360	0.29	959	33	142704	None
AG-911-C07	13.75	0.0	Neural Network (Specific Model)	11	0.966	19617	299.4854368932039	190988	0.3	206	16	43935	None
AG-435-C18	48.78	0.01	Neural Network (Specific Model)	11	0.962	21020	295.7338129496403	638916	0.3	695	47	55674	None
AG-913-C20	71.6	0.01	Neural Network (Specific Model)	11	0.96	56422	295.12835249042143	959484	0.29	1044	43	103875	None
AG-435-O10	21.54	0.29	Neural Network (Specific Model)	11	0.967	12397	295.92176039119806	374115	0.31	409	34	51980	None
AG-435-P11	16.58	0.16	Neural Network (Specific Model)	11	0.968	9309	275.01290322580644	263080	0.29	310	33	26257	None
AG-909-I04	72.32	0.0	Neural Network (Specific Model)	11	0.961	54754	298.5553379040157	948516	0.3	1021	37	170045	None
AG-422-B19	82.02	1.07	Neural Network (Specific Model)	11	0.966	119965	296.0541740674956	1031911	0.29	1126	38	218160	None
AG-422-B23	80.47	0.18	Neural Network (Specific Model)	11	0.966	50192	297.00815494393476	901930	0.3	981	30	162757	None
AG-422-C07	72.55	0.16	Neural Network (Specific Model)	11	0.963	50755	300.0010395010395	896598	0.29	962	41	76727	None
AG-909-I23	74.42	0.09	Neural Network (Specific Model)	11	0.962	91534	302.2965931863727	938077	0.29	998	34	127234	None
AG-909-J14	36.53	0.02	Neural Network (Specific Model)	11	0.961	34213	293.33241379310346	661681	0.3	725	35	93957	None
AG-422-C18	42.14	0.11	Neural Network (Specific Model)	11	0.969	46647	294.20247295208657	587351	0.3	647	32	64218	None
AG-909-J22	44.1	0.25	Neural Network (Specific Model)	11	0.958	24823	286.0461285008237	541470	0.29	607	39	59503	None
AG-422-C23	60.06	0.17	Neural Network (Specific Model)	11	0.96	29565	285.4259055982437	809608	0.29	911	46	81616	None
AG-909-K16	31.88	0.0	Neural Network (Specific Model)	11	0.966	17374	276.45582329317267	425828	0.29	498	37	34983	None
AG-909-K18	41.11	0.1	Neural Network (Specific Model)	11	0.964	25081	282.13471502590676	506613	0.3	579	41	40681	None
AG-422-D13	39.1	0.13	Neural Network (Specific Model)	11	0.963	14313	288.36042402826854	506643	0.3	566	56	55225	None
AG-909-L11	57.64	0.0	Gradient Boost (General Model)	11	0.959	27069	292.1552511415525	799181	0.32	876	43	114304	None
AG-422-E13	76.99	0.05	Neural Network (Specific Model)	11	0.963	53304	300.0367521367521	1089876	0.3	1170	36	157183	None
AG-422-F17	32.29	0.01	Neural Network (Specific Model)	11	0.968	32597	289.58882235528944	448222	0.29	501	31	64046	None
AG-909-N10	76.13	0.0	Neural Network (Specific Model)	11	0.961	52505	292.6917885264342	809071	0.29	889	28	152034	None
AG-909-O06	66.02	0.0	Neural Network (Specific Model)	11	0.959	79773	291.7127192982456	829259	0.3	912	29	155565	None
AG-422-G19	59.2	0.0	Neural Network (Specific Model)	11	0.969	22909	289.93934911242604	604761	0.3	676	38	74015	None
AG-422-G15	80.2	0.02	Neural Network (Specific Model)	11	0.962	51877	287.5022747952684	982076	0.29	1099	49	118676	None
AG-422-G23	64.71	0.11	Neural Network (Specific Model)	11	0.962	27629	299.9688195991091	837312	0.3	898	58	66791	None
AG-909-O16	68.88	0.17	Neural Network (Specific Model)	11	0.971	52204	301.97058823529414	695673	0.3	748	35	107028	None
AG-422-I02	67.72	0.03	Neural Network (Specific Model)	11	0.961	90796	292.49645390070924	769465	0.3	846	17	149452	None
AG-422-I10	55.12	0.0	Neural Network (Specific Model)	11	0.966	26543	289.51651254953765	678507	0.29	757	47	76776	None
AG-909-P11	43.06	0.03	Neural Network (Specific Model)	11	0.961	31590	297.0965824665676	622040	0.3	673	34	61411	None
AG-909-P19	73.73	0.05	Neural Network (Specific Model)	11	0.962	58906	295.73389021479716	770345	0.3	838	40	102401	None
AG-422-J02	19.14	0.01	Neural Network (Specific Model)	11	0.96	12554	273.45012787723783	333095	0.3	391	43	25121	None
AG-422-J05	35.38	0.01	Neural Network (Specific Model)	11	0.956	15565	283.42802303262954	462261	0.3	521	44	72530	None
AG-422-J18	33.28	0.24	Neural Network (Specific Model)	11	0.959	13712	272.5010060362173	422108	0.29	497	41	33416	None
AG-422-J17	32.79	0.06	Neural Network (Specific Model)	11	0.962	13177	282.8375912408759	481613	0.29	548	55	28936	None
AG-910-A22	61.52	0.03	Neural Network (Specific Model)	11	0.967	30822	290.72885283893396	775988	0.3	863	41	101509	None
AG-910-B10	72.95	0.01	Neural Network (Specific Model)	11	0.968	56992	297.0748987854251	906875	0.3	988	39	139200	None
AG-422-K23	72.89	0.02	Neural Network (Specific Model)	11	0.97	34996	292.71062992125985	916275	0.3	1016	39	123789	None
AG-910-C11	59.38	0.0	Neural Network (Specific Model)	11	0.963	86628	304.9405487804878	620759	0.29	656	20	203788	None
AG-910-C16	71.13	0.01	Neural Network (Specific Model)	11	0.965	36498	300.65730994152045	796357	0.3	855	33	257351	None
AG-422-L16	66.89	0.04	Neural Network (Specific Model)	11	0.966	36033	288.42768850432634	722185	0.3	809	35	79449	None
AG-910-C18	81.57	0.08	Neural Network (Specific Model)	11	0.964	73747	297.3860640301318	979531	0.3	1062	32	268683	None
AG-910-C21	66.33	0.03	Neural Network (Specific Model)	11	0.961	31243	289.8113879003559	760540	0.3	843	53	70320	None
AG-422-L21	68.94	0.11	Neural Network (Specific Model)	11	0.961	52224	292.8327305605787	1008251	0.3	1106	43	149153	None
AG-910-D18	58.18	0.1	Neural Network (Specific Model)	11	0.961	42960	294.91867852604827	722521	0.29	787	43	125364	None
AG-910-D20	35.82	0.02	Neural Network (Specific Model)	11	0.966	23107	299.7575277337559	585711	0.33	631	43	53346	None
AG-910-E09	60.98	0.06	Neural Network (Specific Model)	11	0.966	43776	300.35414165666265	774839	0.3	833	37	151086	None
AG-422-N10	26.54	0.03	Neural Network (Specific Model)	11	0.968	18833	306.0053475935829	353757	0.3	374	37	43228	None
AG-422-N09	84.9	0.03	Gradient Boost (General Model)	11	0.962	92637	305.58850931677017	1223742	0.33	1288	27	134335	None
AG-422-N16	83.46	0.05	Neural Network (Specific Model)	11	0.969	50543	296.7584789311408	891205	0.29	973	35	112008	None
AG-422-N23	10.39	0.0	Neural Network (Specific Model)	11	0.958	6963	264.2953367875648	159138	0.29	193	28	25153	None
AG-910-F10	48.67	0.01	Neural Network (Specific Model)	11	0.953	35805	284.40916808149404	525515	0.3	589	28	69195	None
AG-426-A02	67.77	0.33	Neural Network (Specific Model)	11	0.963	29158	285.5212888377445	770013	0.29	869	57	78563	None
AG-426-C05	44.51	0.01	Neural Network (Specific Model)	11	0.956	24516	296.74778761061947	419461	0.28	452	23	72365	None
AG-426-C19	32.08	0.01	Neural Network (Specific Model)	11	0.967	14247	283.5229166666667	420595	0.3	480	41	28635	None
AG-910-M11	59.33	0.12	Neural Network (Specific Model)	11	0.969	80521	307.53061224489795	884328	0.3	931	32	178312	None
AG-426-E03	76.12	0.25	Neural Network (Specific Model)	11	0.965	27708	295.8653136531365	994490	0.29	1084	64	93323	None
AG-910-M08	67.82	0.01	Neural Network (Specific Model)	11	0.972	55631	303.8957055214724	761956	0.3	815	34	135264	None
AG-426-E07	43.25	0.28	Neural Network (Specific Model)	11	0.958	18634	277.07026143790847	528647	0.3	612	51	61453	None
AG-910-M21	84.95	0.0	Neural Network (Specific Model)	11	0.964	111763	298.6189024390244	910570	0.29	984	23	206326	None
AG-910-N08	38.48	0.0	Neural Network (Specific Model)	11	0.958	19199	285.0835117773019	415410	0.3	467	34	61971	None
AG-910-N20	41.46	0.02	Neural Network (Specific Model)	11	0.959	45951	283.4803149606299	448926	0.3	508	26	105999	None
AG-910-O20	59.75	0.0	Neural Network (Specific Model)	11	0.959	90933	294.37485714285714	802803	0.3	875	25	116908	None
AG-426-J17	47.41	0.29	Neural Network (Specific Model)	11	0.964	24568	293.8688946015424	709119	0.3	778	55	72305	None
AG-911-D20	50.06	0.12	Neural Network (Specific Model)	11	0.962	34041	299.1825095057034	733951	0.3	789	46	106999	None
AG-911-D08	73.97	0.08	Neural Network (Specific Model)	11	0.963	72740	301.1529888551165	922779	0.29	987	30	222420	None
AG-911-N04	34.61	0.01	Neural Network (Specific Model)	11	0.966	14584	278.3255269320843	367744	0.31	427	43	41033	None
AG-430-D06	77.55	0.3	Neural Network (Specific Model)	11	0.959	72098	292.53115423901943	892520	0.29	979	33	136486	None
AG-912-A04	75.76	0.23	Neural Network (Specific Model)	11	0.965	107006	303.2746553552492	885999	0.3	943	21	180626	None
AG-911-P04	84.75	0.01	Neural Network (Specific Model)	11	0.963	76089	300.79739776951675	1005368	0.29	1076	26	153149	None
AG-911-O15	73.45	0.01	Neural Network (Specific Model)	11	0.966	95475	292.439121756487	906895	0.29	1002	37	200290	None
AG-911-F23	53.18	0.16	Neural Network (Specific Model)	11	0.969	78235	298.23680981595095	749509	0.29	815	36	195052	None
AG-911-P03	62.14	0.08	Neural Network (Specific Model)	11	0.964	29849	288.85121951219514	734797	0.29	820	41	99635	None
AG-912-B10	72.72	0.08	Neural Network (Specific Model)	11	0.969	63962	296.6900406504065	900770	0.29	984	40	101450	None
AG-430-N23	72.08	0.06	Neural Network (Specific Model)	11	0.967	40929	289.5	885447	0.3	990	50	169099	None
AG-912-K10	83.8	0.0	Neural Network (Specific Model)	11	0.966	135967	304.5974842767296	1050179	0.29	1113	27	220588	None
AG-430-P04	30.44	0.03	Neural Network (Specific Model)	11	0.963	12914	287.8413597733711	315557	0.29	353	34	45771	None
AG-435-G05	57.89	0.2	Neural Network (Specific Model)	11	0.961	31159	298.8254593175853	708624	0.3	762	40	82042	None
AG-435-K16	50.9	0.17	Neural Network (Specific Model)	11	0.956	31645	285.54792560801144	624595	0.3	699	41	78233	None
AG-435-M22	60.22	0.08	Neural Network (Specific Model)	11	0.961	28896	281.9829683698297	720951	0.29	822	44	84025	None
AG-914-M09	39.12	0.0	Neural Network (Specific Model)	11	0.954	22046	300.10315789473685	446545	0.3	475	30	79517	None
AG-909-J19	75.25	0.16	Neural Network (Specific Model)	11	0.968	48858	291.44319460067493	800336	0.3	889	46	100779	None
AG-422-I11	30.3	0.06	Neural Network (Specific Model)	11	0.963	14227	287.48148148148147	361517	0.3	405	42	42215	None
AG-422-J08	78.62	0.42	Neural Network (Specific Model)	11	0.962	41420	291.51669758812614	976499	0.29	1078	43	105378	None
AG-910-A06	80.86	0.12	Neural Network (Specific Model)	11	0.968	46792	301.8337950138504	1010309	0.3	1083	40	179684	None
AG-422-J03	75.43	0.07	Neural Network (Specific Model)	11	0.962	62270	300.01782531194294	1045996	0.29	1122	35	183398	None
AG-422-J14	75.19	0.08	Neural Network (Specific Model)	11	0.968	35807	289.0899621212121	943027	0.29	1056	43	183814	None
AG-910-A17	61.91	0.35	Neural Network (Specific Model)	11	0.965	40273	299.97008973080756	932004	0.3	1003	47	138112	None
AG-422-J21	60.82	0.04	Neural Network (Specific Model)	11	0.961	23787	286.6252631578947	847581	0.28	950	54	99136	None
AG-422-J20	79.5	0.0	Neural Network (Specific Model)	11	0.963	87900	299.6179245283019	985842	0.3	1060	19	364672	None
AG-910-B03	49.51	0.61	Neural Network (Specific Model)	11	0.966	51922	293.1202635914333	550431	0.3	607	16	96416	None
AG-422-K08	70.95	0.41	Neural Network (Specific Model)	11	0.961	33408	288.3794506612411	881605	0.29	983	46	85704	None
AG-910-B15	9.78	0.01	Neural Network (Specific Model)	11	0.958	29695	307.0	163899	0.3	171	11	66783	None
AG-910-B16	73.52	0.01	Neural Network (Specific Model)	11	0.962	72102	295.2872228088701	869131	0.3	947	44	136879	None
AG-422-K15	62.56	1.19	Neural Network (Specific Model)	11	0.964	35376	284.596511627907	758942	0.29	860	52	87308	None
AG-422-L04	23.93	0.52	Neural Network (Specific Model)	11	0.965	19172	280.72926829268295	356668	0.3	410	37	32574	None
AG-422-M08	27.35	0.0	Neural Network (Specific Model)	11	0.97	28873	278.64553314121036	297878	0.31	347	25	33420	None
AG-910-E04	70.19	0.08	Neural Network (Specific Model)	11	0.965	81428	297.01131008482565	976784	0.3	1061	26	219684	None
AG-422-N07	65.16	0.0	Neural Network (Specific Model)	11	0.962	54595	288.750273822563	819559	0.29	913	46	127138	None
AG-422-N22	54.64	0.6	Neural Network (Specific Model)	11	0.956	22974	297.17	744218	0.29	800	65	68699	None
AG-910-F03	79.05	0.0	Neural Network (Specific Model)	11	0.963	49291	293.1669811320755	964520	0.29	1060	38	128701	None
AG-910-G21	78.22	0.04	Neural Network (Specific Model)	11	0.968	83320	303.3023952095808	938904	0.29	1002	25	177691	None
AG-910-J03	38.31	0.03	Neural Network (Specific Model)	11	0.962	36499	292.9395770392749	602946	0.29	662	51	57486	None
AG-910-J06	37.64	0.01	Neural Network (Specific Model)	11	0.956	46007	304.60419397116647	727401	0.33	763	30	94031	None
AG-910-J08	45.25	0.0	Neural Network (Specific Model)	11	0.968	33010	290.30960264900665	541506	0.29	604	39	109323	None
AG-910-J20	52.45	0.01	Neural Network (Specific Model)	11	0.968	23980	287.9751824817518	609093	0.3	685	43	48477	None
AG-426-B11	84.47	0.09	Neural Network (Specific Model)	11	0.961	149735	298.85046728971963	995307	0.29	1070	26	227775	None
AG-426-B16	48.12	0.87	Neural Network (Specific Model)	11	0.968	27695	293.26756756756754	670544	0.29	740	41	72624	None
AG-910-K08	65.18	0.05	Neural Network (Specific Model)	11	0.971	67840	300.18542435424354	1002346	0.3	1084	35	138671	None
AG-426-C16	83.27	0.01	Neural Network (Specific Model)	11	0.966	46131	300.0882352941176	1137228	0.29	1224	51	102252	None
AG-910-K21	47.83	0.02	Neural Network (Specific Model)	11	0.972	70493	300.3187613843352	507244	0.3	549	24	98377	None
AG-910-K19	62.61	0.08	Neural Network (Specific Model)	11	0.971	71893	302.3274695534506	687880	0.3	739	38	115034	None
AG-426-C20	76.75	0.78	Neural Network (Specific Model)	11	0.965	65353	296.28071672354946	1076001	0.29	1172	39	171179	None
AG-910-L04	32.73	0.04	Neural Network (Specific Model)	11	0.964	53625	290.7949183303085	496875	0.3	551	32	93199	None
AG-910-L15	45.04	1.05	Neural Network (Specific Model)	11	0.966	24831	292.9540412044374	571341	0.3	631	40	50327	None
AG-910-L21	46.61	0.52	Neural Network (Specific Model)	11	0.961	27512	288.993006993007	642622	0.3	715	42	130469	None
AG-910-M07	56.96	0.01	Neural Network (Specific Model)	11	0.969	41472	294.66357308584685	783678	0.29	862	36	124262	None
AG-910-M19	58.0	0.03	Neural Network (Specific Model)	11	0.966	87305	300.91347342398024	753510	0.3	809	24	113431	None
AG-426-E15	37.03	0.01	Neural Network (Specific Model)	11	0.956	23855	288.92413793103447	524451	0.3	580	44	71413	None
AG-426-E10	21.15	0.0	Neural Network (Specific Model)	11	0.969	11857	278.6596385542169	285102	0.29	332	26	54764	None
AG-910-M23	76.21	0.43	Neural Network (Specific Model)	11	0.964	64999	296.7389340560072	1019154	0.29	1107	32	105210	None
AG-910-N04	16.53	0.01	Neural Network (Specific Model)	11	0.97	12694	295.29237288135596	214674	0.29	236	25	27694	None
AG-910-N15	34.56	0.03	Neural Network (Specific Model)	11	0.969	27927	281.76989247311826	404206	0.31	465	34	57059	None
AG-910-N18	13.84	0.3	Neural Network (Specific Model)	11	0.957	11634	267.23741007194246	231813	0.3	278	30	35787	None
AG-426-F11	73.66	0.02	Neural Network (Specific Model)	11	0.961	94867	298.25274725274727	1098530	0.3	1183	42	135725	None
AG-910-O15	57.93	0.16	Neural Network (Specific Model)	11	0.964	46223	307.0357142857143	933370	0.3	980	44	116707	None
AG-911-A01	64.25	0.01	Neural Network (Specific Model)	11	0.961	70512	293.9342281879195	681430	0.3	745	22	110526	None
AG-911-A02	75.63	0.0	Neural Network (Specific Model)	11	0.966	96463	300.68629343629345	964053	0.29	1036	37	159275	None
AG-911-A14	23.92	0.0	Neural Network (Specific Model)	11	0.968	31882	273.31493506493507	260023	0.29	308	17	67889	None
AG-426-J05	39.64	0.16	Neural Network (Specific Model)	11	0.967	17745	287.15245901639344	541350	0.3	610	58	46481	None
AG-911-B02	76.51	0.09	Neural Network (Specific Model)	11	0.959	74313	291.9310035842294	1016351	0.3	1116	34	175580	None
AG-911-A21	71.26	0.05	Neural Network (Specific Model)	11	0.971	60329	299.1387213510253	763914	0.3	829	28	142667	None
AG-426-J21	82.07	0.12	Neural Network (Specific Model)	11	0.964	59786	297.7698815566836	1092383	0.29	1182	38	186912	None
AG-911-B04	80.69	0.0	Neural Network (Specific Model)	11	0.961	153878	300.88957055214723	916014	0.3	978	12	307807	None
AG-426-L15	82.49	0.01	Neural Network (Specific Model)	11	0.965	137919	303.7772325809617	958940	0.3	1019	23	215135	None
AG-911-D18	82.24	0.05	Neural Network (Specific Model)	11	0.962	89687	294.1949229374433	1009246	0.3	1103	31	136139	None
AG-426-J20	36.03	0.0	Neural Network (Specific Model)	11	0.96	13974	286.94015444015446	463168	0.3	518	49	33745	None
AG-426-O18	54.29	0.26	Neural Network (Specific Model)	11	0.958	22700	288.11212516297263	690289	0.29	767	54	70053	None
AG-911-K10	49.23	0.05	Neural Network (Specific Model)	11	0.968	43605	285.76369327073553	564311	0.3	639	35	145863	None
AG-430-E18	21.48	0.06	Neural Network (Specific Model)	11	0.967	10961	288.79078694817656	465330	0.3	521	53	56006	None
AG-911-P17	73.74	0.03	Neural Network (Specific Model)	11	0.968	123112	298.543	922655	0.29	1000	28	227981	None
AG-426-K16	75.3	0.0	Neural Network (Specific Model)	11	0.96	49072	293.1850746268657	917717	0.29	1005	40	88225	None
AG-911-B14	32.23	0.04	Neural Network (Specific Model)	11	0.97	98299	284.74213836477986	418254	0.3	477	15	110993	None
AG-426-P15	48.68	0.06	Neural Network (Specific Model)	11	0.958	27451	281.37129485179406	562185	0.3	641	36	133343	None
AG-426-J19	41.4	0.0	Neural Network (Specific Model)	11	0.97	19389	286.10252100840336	524825	0.29	595	45	74022	None
AG-426-P14	30.58	0.17	Neural Network (Specific Model)	11	0.962	11543	287.9847619047619	469995	0.29	525	56	32822	None
AG-430-L02	73.27	0.01	Neural Network (Specific Model)	11	0.964	49682	284.43416370106763	743757	0.3	843	41	107809	None
AG-430-O09	43.29	0.03	Neural Network (Specific Model)	11	0.965	16852	278.4527687296417	529501	0.3	614	56	46668	None
AG-430-M15	15.9	0.0	Neural Network (Specific Model)	11	0.959	14505	256.46932515337426	260480	0.3	326	30	24977	None
AG-430-P01	60.78	0.0	Neural Network (Specific Model)	11	0.96	36047	286.9465301478953	785089	0.3	879	41	86360	None
AG-435-B21	37.43	0.17	Neural Network (Specific Model)	11	0.971	21181	291.8119001919386	467795	0.31	521	30	65855	None
AG-912-L14	75.09	0.17	Neural Network (Specific Model)	11	0.968	86205	303.29562982005143	1094096	0.29	1167	38	207059	None
AG-430-P11	81.66	0.01	Neural Network (Specific Model)	11	0.963	51242	290.7848222862632	939801	0.3	1041	42	159403	None
AG-435-G17	53.48	0.06	Neural Network (Specific Model)	11	0.967	35319	303.98365122615803	690004	0.3	734	42	69224	None
AG-435-K09	23.13	0.19	Neural Network (Specific Model)	11	0.966	21251	285.96416938110747	271411	0.28	307	19	39582	None
AG-913-L13	51.39	0.56	Neural Network (Specific Model)	11	0.968	27726	291.2738853503185	565124	0.29	628	36	79562	None
AG-435-N13	55.91	0.63	Neural Network (Specific Model)	11	0.96	42854	300.26552984165653	767966	0.28	821	47	91497	None
AG-915-F23	52.08	0.03	Neural Network (Specific Model)	11	0.964	29804	293.5214564369311	700249	0.29	769	44	66314	None
AG-426-A16	71.25	0.03	Neural Network (Specific Model)	11	0.965	39796	288.59049544994946	884297	0.29	989	40	94118	None
AG-910-J22	77.47	0.08	Neural Network (Specific Model)	11	0.964	59157	300.61479591836735	1096647	0.3	1176	36	186782	None
AG-910-K02	81.85	0.21	Neural Network (Specific Model)	11	0.965	137780	305.0684253915911	1147435	0.3	1213	39	293404	None
AG-426-B19	70.04	0.06	Neural Network (Specific Model)	11	0.967	53219	294.7062737642586	959010	0.29	1052	37	139471	None
AG-910-L19	76.56	0.07	Neural Network (Specific Model)	11	0.96	129745	303.2257751937984	974679	0.3	1032	26	150494	None
AG-426-D22	64.65	0.01	Neural Network (Specific Model)	11	0.962	23473	292.6388261851016	806244	0.3	886	58	53201	None
AG-426-E04	28.32	0.18	Neural Network (Specific Model)	11	0.965	12918	287.1655328798186	392448	0.31	441	43	44816	None
AG-910-M20	35.22	0.02	Neural Network (Specific Model)	11	0.959	84632	303.2329113924051	373461	0.3	395	8	129287	None
AG-426-E14	43.97	0.0	Neural Network (Specific Model)	11	0.962	17238	285.46153846153845	461653	0.28	520	39	37559	None
AG-910-N07	18.11	0.13	Neural Network (Specific Model)	11	0.962	27456	287.1266846361186	331225	0.3	371	22	43687	None
AG-910-O03	78.86	0.0	Neural Network (Specific Model)	11	0.962	67824	290.7694552529183	929478	0.3	1028	41	130895	None
AG-426-G02	82.67	0.03	Neural Network (Specific Model)	11	0.96	62904	293.97092511013216	1039357	0.3	1135	33	148461	None
AG-910-O05	54.92	0.01	Neural Network (Specific Model)	11	0.967	62936	282.74145006839944	638668	0.3	731	29	165415	None
AG-910-O11	50.94	0.05	Neural Network (Specific Model)	11	0.965	47095	292.6645569620253	716645	0.3	790	38	156573	None
AG-910-P01	37.24	0.05	Neural Network (Specific Model)	11	0.971	37233	291.4154460719041	674055	0.29	751	39	60670	None
AG-910-P17	57.8	0.13	Neural Network (Specific Model)	11	0.968	37362	310.2281167108753	722365	0.3	754	36	75815	None
AG-426-I13	77.58	0.8	Neural Network (Specific Model)	11	0.966	29704	290.82902938557436	1011538	0.29	1123	53	126226	None
AG-910-P19	34.49	0.03	Neural Network (Specific Model)	11	0.966	35262	293.94600431965443	421289	0.29	463	27	51635	None
AG-911-A16	66.7	0.93	Neural Network (Specific Model)	11	0.964	53428	304.0572289156627	939742	0.29	996	48	115822	None
AG-426-K02	32.91	0.07	Neural Network (Specific Model)	11	0.959	23279	283.20593080724876	536499	0.3	607	43	67349	None
AG-911-C23	32.57	0.03	Neural Network (Specific Model)	11	0.968	51953	293.16700610997964	444679	0.31	491	20	104259	None
AG-911-D19	59.57	0.12	Neural Network (Specific Model)	11	0.962	88468	296.5501193317422	772789	0.3	838	33	149192	None
AG-426-L19	79.41	0.0	Neural Network (Specific Model)	11	0.961	39568	284.8452830188679	938734	0.29	1060	45	77015	None
AG-426-L23	83.93	0.05	Neural Network (Specific Model)	11	0.963	637871	307.5512572533849	987485	0.29	1034	10	637871	None
AG-911-D23	59.12	0.01	Neural Network (Specific Model)	11	0.968	24282	287.4957160342717	725488	0.3	817	50	89904	None
AG-426-M04	23.85	0.07	Neural Network (Specific Model)	11	0.953	22204	297.1201923076923	388188	0.31	416	30	59054	None
AG-911-E05	83.82	0.0	Neural Network (Specific Model)	11	0.964	110732	297.82642237222757	957569	0.3	1037	26	280839	None
AG-426-K03	71.87	0.02	Neural Network (Specific Model)	11	0.967	29638	288.7170686456401	962632	0.29	1078	57	146614	None
AG-911-F11	81.56	0.01	Neural Network (Specific Model)	11	0.963	48183	292.66907123534713	1007830	0.29	1109	34	160504	None
AG-911-M05	69.79	0.01	Neural Network (Specific Model)	11	0.959	95845	285.12598425196853	790600	0.3	889	29	289546	None
AG-911-M09	29.74	0.04	Neural Network (Specific Model)	11	0.967	77648	287.988344988345	382182	0.3	429	13	117869	None
AG-911-P08	57.81	0.11	Neural Network (Specific Model)	11	0.968	68371	302.55587392550143	652280	0.3	698	28	105947	None
AG-911-N18	46.12	0.0	Neural Network (Specific Model)	11	0.953	23604	290.76692913385824	579544	0.3	635	48	78901	None
AG-430-F07	74.99	0.03	Neural Network (Specific Model)	11	0.963	56583	292.94192913385825	924419	0.29	1016	31	134597	None
AG-430-F08	39.62	0.05	Neural Network (Specific Model)	11	0.96	18325	283.8250950570342	464688	0.29	526	44	59711	None
AG-912-B06	56.99	0.05	Neural Network (Specific Model)	11	0.962	69792	290.64642857142854	758547	0.3	840	16	220938	None
AG-430-F19	18.14	0.0	Neural Network (Specific Model)	11	0.96	9321	283.34156378600824	214566	0.29	243	28	37110	None
AG-911-B05	84.13	0.0	Neural Network (Specific Model)	11	0.968	60008	294.47018572825027	930975	0.29	1023	32	169498	None
