OG_ID	cog_best	cog_best_name	cog_best_gene	cog_best_letter	cog_best_description	cog_support	n_genes	cog_rate
OG0001102	COG2352	Phosphoenolpyruvate carboxylase	Ppc	C	Energy production and conversion	335	335	1
OG0001104	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	RfaB	M	Cell wall/membrane/envelope biogenesis	321	332	0.9668674698795181
OG0001105	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	PhyH	Q	Secondary metabolites biosynthesis, transport and catabolism	329	332	0.9909638554216867
OG0001106	COG1232	Protoporphyrinogen oxidase HemY/PPOX	HemY	H	Coenzyme transport and metabolism	1	332	0.0030120481927710845
OG0001106	COG2072	Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD	CzcO	P	Inorganic ion transport and metabolism	327	332	0.9849397590361446
OG0001107	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase RhmA	HpcH	G	Carbohydrate transport and metabolism	327	329	0.993920972644377
OG0001108	COG1366	Anti-anti-sigma factor (antagonist of anti-sigma factor), STAS domain	STAS	T	Signal transduction mechanisms	161	329	0.48936170212765956
OG0001108	COG3113	MlaB (STAS domain) subunit of the ABC-type intermembrane phospholipid transporter Mla	MlaB	M	Cell wall/membrane/envelope biogenesis	167	329	0.5075987841945289
OG0001108	COG5815	Stage II sporulation protein SpoIIAA (anti-anti-sigma F factor), STAS domain	SpoIIAA	D	Cell cycle control, cell division, chromosome partitioning	1	329	0.00303951367781155
OG0001109	COG0559	Branched-chain amino acid ABC-type transport system, permease component	LivH	E	Amino acid transport and metabolism	1	326	0.003067484662576687
OG0001109	COG4177	ABC-type branched-chain amino acid transport system, permease component	LivM	E	Amino acid transport and metabolism	325	326	0.9969325153374233
OG0001110	COG3181	Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC	TctC	C	Energy production and conversion	324	324	1
OG0001111	COG0318	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)	MenE	I	Lipid transport and metabolism	1	324	0.0030864197530864196
OG0001111	COG0365	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	Acs	I	Lipid transport and metabolism	323	324	0.9969135802469136
OG0001112	COG2135	ssDNA abasic site-binding protein YedK/HMCES, SRAP family	SRAP	L	Replication, recombination and repair	323	323	1
OG0001113	COG0665	Glycine/D-amino acid oxidase (deaminating)	DadA	E	Amino acid transport and metabolism	321	322	0.9968944099378882
OG0001113	COG1233	Phytoene dehydrogenase-related protein	NA	Q	Secondary metabolites biosynthesis, transport and catabolism	1	322	0.003105590062111801
OG0001114	COG3038	Cytochrome b561	CybB	C	Energy production and conversion	320	321	0.9968847352024922
OG0001114	COG3658	Cytochrome b subunit of Ni2+-dependent hydrogenase	CytB	C	Energy production and conversion	1	321	0.003115264797507788
OG0001115	COG3909	Cytochrome c556	CytC556	C	Energy production and conversion	318	318	1
OG0001116	COG3127	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component	YbbP	Q	Secondary metabolites biosynthesis, transport and catabolism	318	318	1
OG0001117	COG0554	Glycerol kinase	GlpK	C	Energy production and conversion	315	316	0.9968354430379747
OG0001117	COG1070	Sugar (pentulose or hexulose) kinase	XylB	G	Carbohydrate transport and metabolism	1	316	0.0031645569620253164
OG0001118	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	DppB	E	Amino acid transport and metabolism	315	315	1
OG0001119	COG0747	ABC-type transport system, periplasmic component	DdpA	E	Amino acid transport and metabolism	314	314	1
OG0001120	COG0463	Glycosyltransferase involved in cell wall bisynthesis	WcaA	M	Cell wall/membrane/envelope biogenesis	5	314	0.01592356687898089
OG0001120	COG1215	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	BcsA	N	Cell motility	13	314	0.041401273885350316
OG0001120	COG1216	Glycosyltransferase, GT2 family	WcaE	G	Carbohydrate transport and metabolism	1	314	0.0031847133757961785
OG0001120	COG4640	Uncharacterized protein YvbJ, contains N-terminal Zn ribbon domain	YvbJ	S	Function unknown	1	314	0.0031847133757961785
OG0001121	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	UgpB	G	Carbohydrate transport and metabolism	311	313	0.9936102236421726
OG0001122	COG4649	TPR-like repeat domain	TPR1	S	Function unknown	6	313	0.019169329073482427
OG0001125	COG0500	SAM-dependent methyltransferase SmtA (CmoB moved to COG2228)	SmtA	Q	Secondary metabolites biosynthesis, transport and catabolism	2	308	0.006493506493506494
OG0001125	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	UbiE	H	Coenzyme transport and metabolism	4	308	0.012987012987012988
OG0001125	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	8	308	0.025974025974025976
OG0001125	COG4976	Predicted methyltransferase, contains TPR repeat	NA	R	General function prediction only	293	308	0.9512987012987013
OG0001127	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	DppD	E	Amino acid transport and metabolism	33	307	0.10749185667752444
OG0001127	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	DppC	E	Amino acid transport and metabolism	274	307	0.8925081433224755
OG0001128	COG0500	SAM-dependent methyltransferase SmtA (CmoB moved to COG2228)	SmtA	Q	Secondary metabolites biosynthesis, transport and catabolism	135	306	0.4411764705882353
OG0001128	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	UbiE	H	Coenzyme transport and metabolism	110	306	0.35947712418300654
OG0001128	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	38	306	0.12418300653594772
OG0001128	COG2230	Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases	Cfa	I	Lipid transport and metabolism	2	306	0.006535947712418301
OG0001128	COG4106	Trans-aconitate methyltransferase	Tam	C	Energy production and conversion	4	306	0.013071895424836602
OG0001128	COG4976	Predicted methyltransferase, contains TPR repeat	NA	R	General function prediction only	4	306	0.013071895424836602
OG0001129	COG0503	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein	Apt	F	Nucleotide transport and metabolism	1	306	0.0032679738562091504
OG0001129	COG1221	Transcriptional regulators containing sigma54-interacting ATPase domain	PspF	K	Transcription	5	306	0.016339869281045753
OG0001129	COG1368	Phosphoglycerol transferase MdoB/OpgB, AlkP superfamily	MdoB	M	Cell wall/membrane/envelope biogenesis	1	306	0.0032679738562091504
OG0001129	COG2755	Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK	TesA	D	Cell cycle control, cell division, chromosome partitioning	204	306	0.6666666666666666
OG0001130	COG3180	Uncharacterized membrane protein AbrB, regulator of aidB expression	AbrB	R	General function prediction only	304	306	0.9934640522875817
OG0001131	COG0346	Glyoxalase, catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	GloA	Q	Secondary metabolites biosynthesis, transport and catabolism	304	305	0.9967213114754099
OG0001132	COG3971	2-keto-4-pentenoate hydratase	MhpD	Q	Secondary metabolites biosynthesis, transport and catabolism	301	303	0.9933993399339934
OG0001133	COG2211	Na+/melibiose symporter or related transporter	MelB	G	Carbohydrate transport and metabolism	1	301	0.0033222591362126247
OG0001133	COG4152	ABC-type uncharacterized transport system, ATPase component	YhaQ	R	General function prediction only	3	301	0.009966777408637873
OG0001133	COG4591	ABC-type lipoprotein targeting system transmembrane component LolC/LolE	LolC	M	Cell wall/membrane/envelope biogenesis	8	301	0.026578073089700997
OG0001134	COG0559	Branched-chain amino acid ABC-type transport system, permease component	LivH	E	Amino acid transport and metabolism	299	300	0.9966666666666667
OG0001135	COG2358	TRAP-type uncharacterized transport system, periplasmic component	Imp	R	General function prediction only	297	298	0.9966442953020134
OG0001136	COG3565	Predicted dioxygenase of extradiol dioxygenase family	NA	R	General function prediction only	298	298	1
OG0001137	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase	WecE	M	Cell wall/membrane/envelope biogenesis	1	297	0.003367003367003367
OG0001137	COG0500	SAM-dependent methyltransferase SmtA (CmoB moved to COG2228)	SmtA	Q	Secondary metabolites biosynthesis, transport and catabolism	2	297	0.006734006734006734
OG0001137	COG0524	Sugar or nucleoside kinase, ribokinase family	RbsK	G	Carbohydrate transport and metabolism	1	297	0.003367003367003367
OG0001137	COG1221	Transcriptional regulators containing sigma54-interacting ATPase domain	PspF	K	Transcription	1	297	0.003367003367003367
OG0001137	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme	RfbC	M	Cell wall/membrane/envelope biogenesis	1	297	0.003367003367003367
OG0001137	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	UbiE	H	Coenzyme transport and metabolism	2	297	0.006734006734006734
OG0001137	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	170	297	0.5723905723905723
OG0001137	COG3966	Poly-D-alanine transfer protein DltD, involved in esterification of teichoic acids	DltD	M	Cell wall/membrane/envelope biogenesis	1	297	0.003367003367003367
OG0001137	COG4976	Predicted methyltransferase, contains TPR repeat	NA	R	General function prediction only	80	297	0.26936026936026936
OG0001138	COG0690	Preprotein translocase subunit SecE	SecE	U	Intracellular trafficking, secretion, and vesicular transport	295	295	1
OG0001139	COG0518	GMP synthase, glutamine amidotransferase domain/subunit	GuaA1	F	Nucleotide transport and metabolism	295	295	1
OG0001141	COG0451	Nucleoside-diphosphate-sugar epimerase	WcaG	M	Cell wall/membrane/envelope biogenesis	287	290	0.9896551724137931
OG0001141	COG1087	UDP-glucose 4-epimerase	GalE	M	Cell wall/membrane/envelope biogenesis	1	290	0.0034482758620689655
OG0001141	COG1089	GDP-D-mannose dehydratase	Gmd	M	Cell wall/membrane/envelope biogenesis	1	290	0.0034482758620689655
OG0001142	COG0474	Magnesium-transporting ATPase (P-type)	MgtA	P	Inorganic ion transport and metabolism	2	290	0.006896551724137931
OG0001142	COG1287	Asparagine N-glycosylation enzyme, membrane subunit Stt3	Stt3	O	Posttranslational modification, protein turnover, chaperones	1	290	0.0034482758620689655
OG0001142	COG1807	PMT family glycosyltransferase ArnT/Agl22, involved in glycosylation of proteins and lipid IVA	ArnT	M	Cell wall/membrane/envelope biogenesis	1	290	0.0034482758620689655
OG0001142	COG4485	Uncharacterized membrane protein YfhO	YfhO	S	Function unknown	1	290	0.0034482758620689655
OG0001142	COG4652	Uncharacterized conserved protein, DUF1430 domain	NA	S	Function unknown	1	290	0.0034482758620689655
OG0001144	COG2133	Glucose/arabinose dehydrogenase, beta-propeller fold	YliI	G	Carbohydrate transport and metabolism	288	289	0.9965397923875432
OG0001145	COG0454	N-acetyltransferase, GNAT superfamily (includes histone acetyltransferase HPA2)	PhnO	K	Transcription	18	289	0.06228373702422145
OG0001145	COG1246	N-acetylglutamate synthase or related acetyltransferase, GNAT family	ArgA	E	Amino acid transport and metabolism	3	289	0.010380622837370242
OG0001148	COG0730	Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family	TauE	P	Inorganic ion transport and metabolism	287	287	1
OG0001149	COG3036	Stalled ribosome alternative rescue factor ArfA	ArfA	J	Translation, ribosomal structure and biogenesis	31	287	0.10801393728222997
OG0001150	COG0376	Catalase (peroxidase I)	KatG	P	Inorganic ion transport and metabolism	287	287	1
OG0001151	COG0257	Ribosomal protein L36	RpmJ	J	Translation, ribosomal structure and biogenesis	286	286	1
OG0001152	COG0095	Lipoate-protein ligase A	LplA	H	Coenzyme transport and metabolism	1	284	0.0035211267605633804
OG0001152	COG0252	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	AnsA	J	Translation, ribosomal structure and biogenesis	2	284	0.007042253521126761
OG0001152	COG3895	Membrane-bound inhibitor of C-type lysozyme	MliC	M	Cell wall/membrane/envelope biogenesis	1	284	0.0035211267605633804
OG0001152	COG4594	ABC-type Fe3+-citrate transport system, periplasmic component	FecB	P	Inorganic ion transport and metabolism	1	284	0.0035211267605633804
OG0001152	COG4717	Predicted ATPase SbcE/YhaN involved in DNA double-strand break repair, contains AAA domain	YhaN	L	Replication, recombination and repair	1	284	0.0035211267605633804
OG0001152	COG4782	Esterase/lipase superfamily enzyme	NA	R	General function prediction only	2	284	0.007042253521126761
OG0001152	COG5633	Uncharacterized conserved protein YcfL	YcfL	S	Function unknown	19	284	0.06690140845070422
OG0001153	COG4666	TRAP-type uncharacterized transport system, fused permease components	NA	R	General function prediction only	281	284	0.9894366197183099
OG0001154	COG1082	Sugar phosphate isomerase/epimerase	YcjR	G	Carbohydrate transport and metabolism	283	283	1
OG0001155	COG2141	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	SsuD	H	Coenzyme transport and metabolism	279	280	0.9964285714285714
OG0001156	COG0451	Nucleoside-diphosphate-sugar epimerase	WcaG	M	Cell wall/membrane/envelope biogenesis	274	279	0.982078853046595
OG0001156	COG1087	UDP-glucose 4-epimerase	GalE	M	Cell wall/membrane/envelope biogenesis	2	279	0.007168458781362007
OG0001158	COG2308	Circularly permuted ATP-grasp protein	NA	R	General function prediction only	277	278	0.9964028776978417
OG0001159	COG0225	Peptide methionine sulfoxide reductase MsrA	MsrA	O	Posttranslational modification, protein turnover, chaperones	276	276	1
OG0001160	COG1209	dTDP-glucose pyrophosphorylase	RmlA1	M	Cell wall/membrane/envelope biogenesis	275	275	1
OG0001161	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component YiaM	DctM	G	Carbohydrate transport and metabolism	27	273	0.0989010989010989
OG0001161	COG4665	TRAP-type mannitol/chloroaromatic compound transport system, small permease component	FcbT2	Q	Secondary metabolites biosynthesis, transport and catabolism	242	273	0.8864468864468864
OG0001162	COG1052	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	LdhA	C	Energy production and conversion	271	272	0.9963235294117647
OG0001163	COG3181	Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC	TctC	C	Energy production and conversion	270	271	0.996309963099631
OG0001164	COG0424	7-methyl-GTP pyrophosphatase and related NTP pyrophosphatases, Maf/HAM1 superfamily	Maf	Q	Secondary metabolites biosynthesis, transport and catabolism	1	271	0.0036900369003690036
OG0001164	COG0730	Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family	TauE	P	Inorganic ion transport and metabolism	2	271	0.007380073800738007
OG0001164	COG1862	Protein translocase subunit YajC	YajC	U	Intracellular trafficking, secretion, and vesicular transport	9	271	0.033210332103321034
OG0001164	COG3182	Integral membrane siderophore reductase FoxB, contains PepSY domain	PiuB	P	Inorganic ion transport and metabolism	27	271	0.0996309963099631
OG0001164	COG4477	Septation ring formation regulator EzrA	EzrA	D	Cell cycle control, cell division, chromosome partitioning	2	271	0.007380073800738007
OG0001165	COG2175	Taurine dioxygenase, alpha-ketoglutarate-dependent	TauD	Q	Secondary metabolites biosynthesis, transport and catabolism	266	268	0.9925373134328358
OG0001165	COG3536	Putative dioxygenase with GBBH-like_N/DUF971 domain	GBBH	R	General function prediction only	2	268	0.007462686567164179
OG0001166	COG0855	Polyphosphate kinase	Ppk	P	Inorganic ion transport and metabolism	267	267	1
OG0001167	COG0248	Exopolyphosphatase/pppGpp-phosphohydrolase	GppA	F	Nucleotide transport and metabolism	263	267	0.9850187265917603
OG0001169	COG2062	Phosphohistidine phosphatase SixA	SixA	T	Signal transduction mechanisms	264	266	0.9924812030075187
OG0001170	COG0337	3-dehydroquinate synthetase	AroB	E	Amino acid transport and metabolism	261	265	0.9849056603773585
OG0001171	COG2855	Uncharacterized membrane protein YeiH, induced by redox stress, UPF0324 family	YeiH	S	Function unknown	263	265	0.9924528301886792
OG0001172	COG2908	UDP-2,3-diacylglucosamine pyrophosphatase LpxH	LpxH	M	Cell wall/membrane/envelope biogenesis	265	265	1
OG0001173	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component	DctQ	G	Carbohydrate transport and metabolism	264	264	1
OG0001174	COG1182	FMN-dependent NADH-azoreductase	AzoR	C	Energy production and conversion	262	264	0.9924242424242424
OG0001175	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	RfaB	M	Cell wall/membrane/envelope biogenesis	255	264	0.9659090909090909
OG0001176	COG2113	ABC-type proline/glycine betaine transport system, periplasmic component	ProX	E	Amino acid transport and metabolism	261	264	0.9886363636363636
OG0001177	COG3210	Large exoprotein involved in heme utilization or adhesion	FhaB	U	Intracellular trafficking, secretion, and vesicular transport	1	262	0.003816793893129771
OG0001177	COG4254	Uncharacterized peptidoglycan binding protein, contains LysM and FecR  domains	NA	R	General function prediction only	242	262	0.9236641221374046
OG0001178	COG2211	Na+/melibiose symporter or related transporter	MelB	G	Carbohydrate transport and metabolism	44	262	0.16793893129770993
OG0001179	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component YiaM	DctM	G	Carbohydrate transport and metabolism	257	261	0.9846743295019157
OG0001179	COG4665	TRAP-type mannitol/chloroaromatic compound transport system, small permease component	FcbT2	Q	Secondary metabolites biosynthesis, transport and catabolism	4	261	0.01532567049808429
OG0001180	COG0457	Tetratricopeptide (TPR) repeat	TPR	R	General function prediction only	1	261	0.0038314176245210726
OG0001180	COG2956	Lipopolysaccharide biosynthesis regulator YciM/LapB, contains six TPR domains and a C-terminal metal-binding domain	LapB	M	Cell wall/membrane/envelope biogenesis	1	261	0.0038314176245210726
OG0001180	COG3914	Predicted O-linked N-acetylglucosamine transferase, SPINDLY family	Spy	O	Posttranslational modification, protein turnover, chaperones	255	261	0.9770114942528736
OG0001180	COG4783	Periplasmic chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	BepA	M	Cell wall/membrane/envelope biogenesis	3	261	0.011494252873563218
OG0001181	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	UgpB	G	Carbohydrate transport and metabolism	257	259	0.9922779922779923
OG0001182	COG1459	Type II secretion system/type IV pilus membrane platform protein GspF/PulF/PilC	GspF/PilC	N	Cell motility	258	258	1
OG0001183	COG2030	Acyl-CoA dehydratase PaaZ	MaoC	I	Lipid transport and metabolism	5	257	0.019455252918287938
OG0001183	COG2301	Citrate lyase beta subunit	CitE	G	Carbohydrate transport and metabolism	251	257	0.9766536964980544
OG0001183	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase RhmA	HpcH	G	Carbohydrate transport and metabolism	1	257	0.0038910505836575876
OG0001184	COG0346	Glyoxalase, catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	GloA	Q	Secondary metabolites biosynthesis, transport and catabolism	256	256	1
OG0001185	COG2814	Predicted arabinose efflux permease AraJ, MFS family	AraJ	G	Carbohydrate transport and metabolism	255	256	0.99609375
OG0001186	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	I	Lipid transport and metabolism	254	255	0.996078431372549
OG0001187	COG1955	Archaellum membrane component ArlJ/FlaJ	ArlJ	N	Cell motility	21	255	0.08235294117647059
OG0001189	COG0463	Glycosyltransferase involved in cell wall bisynthesis	WcaA	M	Cell wall/membrane/envelope biogenesis	250	253	0.9881422924901185
OG0001190	COG0337	3-dehydroquinate synthetase	AroB	E	Amino acid transport and metabolism	252	253	0.9960474308300395
OG0001191	COG0584	Glycerophosphoryl diester phosphodiesterase	UgpQ	I	Lipid transport and metabolism	253	253	1
OG0001192	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	I	Lipid transport and metabolism	252	252	1
OG0001193	COG0859	ADP-heptose:LPS heptosyltransferase	RfaF	M	Cell wall/membrane/envelope biogenesis	246	250	0.984
OG0001194	COG3564	Uncharacterized conserved protein, DUF779 family	NA	S	Function unknown	250	250	1
OG0001195	COG2805	Type IV pilus retraction ATPase PilT/PilU	PilT/PilU	N	Cell motility	249	250	0.996
OG0001196	COG0463	Glycosyltransferase involved in cell wall bisynthesis	WcaA	M	Cell wall/membrane/envelope biogenesis	2	249	0.008032128514056224
OG0001196	COG1083	CMP-N-acetylneuraminic acid synthetase, NeuA/PseF family	NeuA	M	Cell wall/membrane/envelope biogenesis	134	249	0.5381526104417671
OG0001196	COG1215	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	BcsA	N	Cell motility	1	249	0.004016064257028112
OG0001196	COG1216	Glycosyltransferase, GT2 family	WcaE	G	Carbohydrate transport and metabolism	1	249	0.004016064257028112
OG0001196	COG1861	Spore coat polysaccharide biosynthesis protein SpsF, cytidylyltransferase family	SpsF	M	Cell wall/membrane/envelope biogenesis	102	249	0.40963855421686746
OG0001196	COG3980	Spore coat polysaccharide biosynthesis protein SpsG, predicted glycosyltransferase	SpsG	M	Cell wall/membrane/envelope biogenesis	1	249	0.004016064257028112
OG0001197	COG4795	Type II secretion system protein PulJ/XcpW	PulJ/XcpW	U	Intracellular trafficking, secretion, and vesicular transport	1	249	0.004016064257028112
OG0001197	COG4966	Type IV pilus minor pilin/pseudopilin PilW	PilW	N	Cell motility	244	249	0.9799196787148594
OG0001198	COG1525	Endonuclease YncB, thermonuclease family	YncB	L	Replication, recombination and repair	246	248	0.9919354838709677
OG0001200	COG2804	Type II secretion system/type IV pilus assembly ATPase GspE/PulE/PilB	GspE/PilB	N	Cell motility	248	248	1
OG0001201	COG3156	Type II secretory pathway, component PulK	PulK	U	Intracellular trafficking, secretion, and vesicular transport	9	248	0.036290322580645164
OG0001201	COG4726	Type IV pilus assembly protein PilX	PilX	N	Cell motility	104	248	0.41935483870967744
OG0001202	COG1088	dTDP-D-glucose 4,6-dehydratase	RfbB	M	Cell wall/membrane/envelope biogenesis	246	246	1
OG0001203	COG4565	DNA-binding response regulator DpiB of citrate/malate metabolism	CitB	K	Transcription	1	246	0.0040650406504065045
OG0001203	COG4913	Uncharacterized conserved protein, contains a C-terminal ATPase domain	NA	S	Function unknown	1	246	0.0040650406504065045
OG0001204	COG3484	Predicted proteasome-type protease	NA	O	Posttranslational modification, protein turnover, chaperones	246	246	1
OG0001205	COG0851	Septum formation topological specificity factor MinE	MinE	D	Cell cycle control, cell division, chromosome partitioning	1	246	0.0040650406504065045
OG0001206	COG1450	Type II/type III secretion systems/type IV pilus secretin GspD/PulD/PilQ/YscC/InvG/EscC/HrcC/GspD/SctC family	GspD/PilQ	N	Cell motility	2	245	0.00816326530612245
OG0001206	COG4796	Type II secretion system/DNA uptake membrane channel ComE/HofQ	HofQ	U	Intracellular trafficking, secretion, and vesicular transport	243	245	0.9918367346938776
OG0001207	COG1357	Type IVB secretion/DNA transfer system protein DotG/IcmE, contains pentapeptide repeats	DotG	U	Intracellular trafficking, secretion, and vesicular transport	245	245	1
OG0001208	COG3166	Type II secretion system/type IV pilus alignment protein GspM/PulM/PilN	GspM/PilN	N	Cell motility	6	244	0.02459016393442623
OG0001208	COG4972	Type II secretion system/type IV pilus alignment protein GspL/PulL/PilM	GspL/PilM	N	Cell motility	235	244	0.9631147540983607
OG0001208	COG4974	Site-specific tyrosine recombinase XerD	XerD	L	Replication, recombination and repair	1	244	0.004098360655737705
OG0001210	COG0463	Glycosyltransferase involved in cell wall bisynthesis	WcaA	M	Cell wall/membrane/envelope biogenesis	236	243	0.9711934156378601
OG0001210	COG1216	Glycosyltransferase, GT2 family	WcaE	G	Carbohydrate transport and metabolism	3	243	0.012345679012345678
OG0001211	COG0381	UDP-N-acetylglucosamine 2-epimerase	WecB	M	Cell wall/membrane/envelope biogenesis	212	243	0.8724279835390947
OG0001211	COG0859	ADP-heptose:LPS heptosyltransferase	RfaF	M	Cell wall/membrane/envelope biogenesis	1	243	0.00411522633744856
OG0001213	COG1989	Type II secretion system/type IV prepilin peptidase GspO/PulO/PilD	GspO/PilD	N	Cell motility	243	243	1
OG0001214	COG2271	Sugar phosphate permease	UhpC	G	Carbohydrate transport and metabolism	230	243	0.9465020576131687
OG0001214	COG2814	Predicted arabinose efflux permease AraJ, MFS family	AraJ	G	Carbohydrate transport and metabolism	11	243	0.04526748971193416
OG0001215	COG1893	Ketopantoate reductase	PanE	H	Coenzyme transport and metabolism	242	242	1
OG0001216	COG0646	Methionine synthase I (cobalamin-dependent), methyltransferase domain	MetH1	E	Amino acid transport and metabolism	240	241	0.995850622406639
OG0001217	COG3205	Uncharacterized membrane protein, DUF2061 family	NA	S	Function unknown	239	241	0.991701244813278
OG0001217	COG3807	SH3-like domain	SH3	S	Function unknown	1	241	0.004149377593360996
OG0001218	COG0859	ADP-heptose:LPS heptosyltransferase	RfaF	M	Cell wall/membrane/envelope biogenesis	240	240	1
OG0001220	COG1132	ABC-type multidrug and LPS transport system, ATPase and permease component MsbA	MdlB	M	Cell wall/membrane/envelope biogenesis	63	239	0.26359832635983266
OG0001220	COG4332	Uncharacterized conserved protein, DUF1062 domain	NA	S	Function unknown	7	239	0.029288702928870293
OG0001221	COG0279	Phosphoheptose isomerase	GmhA	G	Carbohydrate transport and metabolism	224	238	0.9411764705882353
OG0001221	COG0794	D-arabinose 5-phosphate isomerase GutQ	GutQ	G	Carbohydrate transport and metabolism	1	238	0.004201680672268907
OG0001221	COG1737	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	RpiR	K	Transcription	9	238	0.037815126050420166
OG0001223	COG2172	Anti-sigma regulatory factor (Ser/Thr protein kinase)	RsbW	T	Signal transduction mechanisms	235	235	1
OG0001224	COG4177	ABC-type branched-chain amino acid transport system, permease component	LivM	E	Amino acid transport and metabolism	234	234	1
OG0001225	COG0559	Branched-chain amino acid ABC-type transport system, permease component	LivH	E	Amino acid transport and metabolism	233	233	1
OG0001226	COG3164	Phospholipid transporter to the outer membrane, contains AsmA2 domain	YhdP	M	Cell wall/membrane/envelope biogenesis	1	233	0.004291845493562232
OG0001227	COG0474	Magnesium-transporting ATPase (P-type)	MgtA	P	Inorganic ion transport and metabolism	7	231	0.030303030303030304
OG0001228	COG3791	Uncharacterized conserved protein	NA	S	Function unknown	230	230	1
OG0001229	COG0367	Asparagine synthetase B (glutamine-hydrolyzing)	AsnB	E	Amino acid transport and metabolism	226	229	0.9868995633187773
OG0001230	COG1597	Phosphatidylglycerol kinase, diacylglycerol kinase family	LCB5	I	Lipid transport and metabolism	227	229	0.9912663755458515
OG0001231	COG3917	2-hydroxychromene-2-carboxylate isomerase	NahD	Q	Secondary metabolites biosynthesis, transport and catabolism	228	228	1
OG0001232	COG1592	Rubrerythrin	YotD	C	Energy production and conversion	227	227	1
OG0001233	COG0494	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	MutT	V	Defense mechanisms	223	226	0.9867256637168141
OG0001233	COG0855	Polyphosphate kinase	Ppk	P	Inorganic ion transport and metabolism	1	226	0.004424778761061947
OG0001236	COG0451	Nucleoside-diphosphate-sugar epimerase	WcaG	M	Cell wall/membrane/envelope biogenesis	224	225	0.9955555555555555
OG0001237	COG1666	Cyclic di-GMP-binding protein YajQ, UPF0234 family	YajQ	T	Signal transduction mechanisms	225	225	1
OG0001238	COG0247	Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF	GlpC	C	Energy production and conversion	225	225	1
OG0001240	COG0765	ABC-type amino acid transport system, permease component	HisM	E	Amino acid transport and metabolism	222	222	1
OG0001241	COG0463	Glycosyltransferase involved in cell wall bisynthesis	WcaA	M	Cell wall/membrane/envelope biogenesis	20	222	0.09009009009009009
